,Col 1,Col 2,Col 3
0,0.7731545242064589,0.7979106053417703,0.4268207280642379
1,0.8909614672361127,0.3330846499724204,0.7730772375421171
2,0.44186701159689123,0.0,0.5212884841126644
3,0.4022458629414287,0.6005476151927349,0.04722413271134606
4,0.2746730932355389,0.346093241845385,0.33076763222843114
5,0.6275037880275715,0.6218730624174664,0.48599312341201717
6,0.9669039036416907,0.7376817958835259,0.41026901066098864
7,0.2845957967691276,0.3846973425142112,0.0
8,0.812537757207361,0.48663646224803214,0.40370023361225427
9,0.1362474865094785,0.32084530343617784,0.09960062401347815
10,0.26807680883812235,0.0,0.1978808778080221
11,0.167426317964109,0.0,0.3786385815926467
12,0.570292340290541,0.7656027726190623,0.0
13,0.2939067532197943,0.23156749835622542,0.11381286250993182
14,0.9636978727955173,0.16084205743433158,0.875889466307156
15,0.18949202565599566,0.0,0.30018964564182016
16,0.5432404313195455,0.05421847233551727,0.27740180289547023
17,0.7960168523174861,0.7654454134368153,0.5294461155922738
18,0.09437362813741879,0.4029664437953445,0.10023348035487632
19,0.3668897483597675,0.2234334393715457,0.1389836481547208
20,0.9338767472525178,0.5194562327188864,0.6839611709661425
21,0.6538651208405519,0.5838632224657176,0.5245670426602739
22,0.4268909647045711,0.10770549895719024,0.00884564357014922
23,0.8549963624943878,0.43239537579841175,0.3436247370790938
24,0.7991633187266806,0.6842196315747926,0.5027284901122477
25,0.4945768254738663,0.2742564379083888,0.0
26,0.5985703316141322,0.575542239571972,0.1963213762459698
27,0.640728771321966,0.5446008165947905,0.2830785044425855
28,0.7677919415370593,0.3033568697706783,0.34302560937071364
29,0.796017868165284,0.48285510483008004,0.8921671520757968
30,0.9832228793166331,0.477966072266275,0.6652571642252432
31,0.8508891004315765,0.8412482017900654,0.9142601570644834
32,0.16381604444322972,0.003386712604913425,0.08974924656874952
33,0.4616863966014031,0.14270957144667687,0.2786046271197484
34,0.9882591524962827,0.8731146983974715,0.4200527325154919
35,0.34883119827272446,0.0,0.25532164836616184
36,0.11654706153313366,0.0,0.5211703726932926
37,0.2755240679254356,0.013330702568906394,0.03214584308421109
38,0.2955941567455548,0.22591649241712755,0.13042410799082485
39,0.7440574566725056,0.5155538108200024,0.841424711167614
40,0.8172353742104498,0.21862400546319596,0.7377117879698987
41,0.5487526806049434,0.7649767260958146,0.20889749738729557
42,0.3256559225490644,0.22848079120691633,0.0
43,0.717605682343886,0.7402884994436745,0.36515117073223563
44,0.5155421794392501,0.140990560782933,0.3744878680844807
45,0.5490257839872564,0.2764051657792548,0.4596791537301248
46,0.4956646187657501,0.32963461513314407,0.034763967994096735
47,0.37336324032317436,0.20528173876387865,0.10170565155705982
48,0.6459163427248061,0.7491180173411127,0.15165040662492837
49,0.46518773129774027,0.7296574178190202,0.2850785292326477
50,0.268081833860883,0.3160203314978223,0.2967595287252781
51,0.3681514527733225,0.0,0.34454314821070114
52,0.5260491483286315,0.09922421403386623,0.5505647488886654
53,0.5409994084189238,0.24796284285836642,0.1934629479109149
54,0.710457668689327,0.5646390075715648,0.41993371186758194
55,0.15639551787359074,0.34955332027119407,0.4256099519662494
56,0.6666168735391504,0.9656544090064253,0.27863603923464
57,0.8839963595955314,0.41852881803576863,0.8032000990969796
58,0.7863888344340668,0.8476619146251844,0.7334966008505054
59,0.991867553763461,1.0,0.6010701850349861
60,0.577729262161107,0.48801915557267905,0.42593281887059103
61,0.7602217639963138,0.5187064671572398,0.5333484197650252
62,0.7512613056762776,0.22109485703885218,0.6012646076117364
63,0.12741137380054612,0.19855064276749324,0.0
64,0.20838732743760646,0.07841412474245815,0.19738236940912554
65,0.7771629094305631,0.5806037015031137,0.47559745118879465
66,0.7822923113192599,0.08540127468897152,0.6865182486899393
67,0.11358599554301663,0.0,0.04589886296634472
68,0.04897142715770908,0.05844184334171742,0.03968713340739881
69,0.6205265381474263,0.19115002682650728,0.3566423603995157
70,0.6844280283180451,0.5274896008235184,0.562469881560377
71,0.9785614275605836,0.5019515439963766,0.6526814678770091
72,0.9951480554298651,0.3182976362867716,0.5513805882952191
73,0.39284750247261924,0.42297858154653895,0.028236247329384324
74,0.019508254938499725,0.032989055194619886,0.0
75,0.23484570072066635,0.0,0.2882252494660696
76,0.3174274013725159,0.0,0.386487956141613
77,0.26317638645170804,0.24430813771576076,0.15039505785612714
78,0.7258560640821305,0.564373305551924,0.39007207036705227
79,0.8627005634213175,0.3231136600163706,0.47633575277892554
80,0.46945403594273016,0.6853684690987256,0.05617540743444338
81,0.8298929011719905,0.6832807859586212,0.5031889351945613
82,0.8391084483551183,0.46740595979181493,0.4574404255302617
83,0.38895378618401866,0.13398107410167587,0.0
84,0.817017784061502,0.750680795298555,0.24432925150377421
85,0.2981108842223912,0.44890207756730666,0.45729253444258905
86,0.6738603492367238,0.0,0.07613333496137867
87,0.40362139172634093,0.3222210050677962,0.2371724362157209
88,0.5375986922439154,0.33809668759917993,0.09854336175062199
89,0.403096996313554,0.0,0.18106011173695788
90,0.7034217432010954,0.14061477382112367,0.19408566758991033
91,0.04209475719880873,0.336552615550187,0.0310971665224036
92,0.275361365613372,0.3565848395813799,0.2977657019175116
93,0.23849397100410485,0.0,0.0
94,0.747386844146626,0.3406659502833044,0.4602355658059177
95,0.8279746812612314,0.7528552197063023,0.3643636579944474
96,0.2667297904646705,0.2905171832107817,0.23135351811338248
97,0.7709207430934333,0.3499718194547001,0.5462887914382186
98,0.060660606125276684,0.0,0.0
